Column1,Type_Food,Name_Food,ingredint0,ingredint1,ingredint2,ingredint3,ingredint4,ingredint5,ingredint6,ingredint7,ingredint8,ingredint9,ingredint10,ingredint11,ingredint12,ingredint13,ingredint14,ingredint15,ingredint16,ingredint17,ingredint18,ingredint19,ingredint20,ingredint21,ingredint22,ingredint23,ingredint24,ingredint25
110,ผัด,เส้นหมี่ผัดกระเฉด,เส้นหมี่,กุ้ง,พริกสด,กระเทียม,ผัดกระเฉด,ซอสน้ำมันหอย,ซอสถั่วเหลือง,น้ำตาล,น้ำซุป,น้ำมัน,,,,,,,,,,,,,,,,
111,ผัด,พาสต้าผัดต้มยำ,เส้นพาสต้า,ไก่,ซอสถั่วเหลือง,ซอสน้ำมันหอย,น้ำตาล,มะนาว,พริกไทย,น้ำมันพืช,แห้ว,บ็อกโคลี่,ตะไคร้,พริกสด,กระเทียม,,,,,,,,,,,,,
112,ผัด,มะเขือม่วงผัดกะปิ,มะเขือม่วง,มะเขือยาว,พริกชี้หนู,กระเทียม,กุ้ง,กะปิ,น้ำตาล,ซอสหอยนางรม,ซอสถั่วเหลือง,ซอสปรุงรส,เหล้าจีน,ต้นหอม,,,,,,,,,,,,,,
113,ผัด,ผัดยอดฟักแม้ว,ยอดมะระอ่อน,กระเทียม,กระเทียม,พริกขี้หนู,เต้าเจี้ยว,น้ำปลา,น้ำตาล,ซอสน้ำมันหอย,น้ำซุปกระดูก,น้ำมันพืช,,,,,,,,,,,,,,,,
114,ผัด,ผัดผักบุ้งไฟแดง,ผักบุ้งไทย,น้ำมันพืชสำหรับผัด,กระเทียม,ซอสน้ำมันหอย,เต้าเจี้ยว,พริกสด,ซอสถั่วเหลือง,น้ำซุป,น้ำตาล,,,,,,,,,,,,,,,,,
115,ผัด,กระเจี๊ยบผัดเกลือ,กระเจี๊ยบเขียว,ข้าวสวย,เกลือ,พริกไทย,กระเทียม,น้ำมันสำหรับทอด,,,,,,,,,,,,,,,,,,,,
116,ผัด,มาม่าผัดขึ้เมาเจ,เส้นมาม่า,เต้าหู้,เห็นหอม,พริกชี้ฟ้า,กระชาย ,พริกไทยอ่อน,ใบโพระพา,ซอสถั่วเหลือง,น้ำตาล,น้ำมันพืช,,,,,,,,,,,,,,,,
117,ผัด,เส้นบุกผัดกิมจิ,กิมจิ,เส้นบุก,ไข่ไก่,ลูกชิ้นปลา,ซอสถั่วเหลือง,น้ำตาล,พริกไทย,น้ำมัน,,,,,,,,,,,,,,,,,,
118,ผัด,เห็ดกระเทียม,เห็ดเป๋าฮื้อ,น้ำมันพืช,เกลือ,พริกไทย,พริกแห้ง,ผักชีฝรั่ง,กระเทียม,ผักกาดหอม,,,,,,,,,,,,,,,,,,
119,ผัด,เต้าหู้ผัดชะอม,ยอดชะอม,เต้าหู้,เห็ดหอม,น้ำตาล,เต้าเจี้ยว,น้ำมัน,,,,,,,,,,,,,,,,,,,,
120,ผัด,ผัดหมี่ซั่ว,เส้นหมี่ซั่ว,ถั่วงอก,ต้นหอม,แครอท,ผักกาดขาว,เห็ดหอม,ซอสน้ำมันหอย,ซอสถั่วเหลือง,น้ำตาล,หมูสับ,กุ้ง,กระเทียม,น้ำมันพืช,,,,,,,,,,,,,
121,ผัด,ผัดวุ้นเส้นมะละกอ,วุ้นเส้น,เห็ดฟาง,มะละกอ,แครอท,ซีอิ้วดำ,ซีอิ้วขาว,ซอสเห็ดหอม,น้ำตาล,น้ำมันพืช,,,,,,,,,,,,,,,,,
122,ผัด,ผัดผักรวมมิตร,กุ้ง,เห็ดหูหนูแห้ง,แครอท,ถั่วลันเตา,คะน้า เป็นชิ้นขนาดพอดีคำ,กะหล่ำปลี,ดอกกะหล่ำ,เห็ดโคน,ข้าวโพดอ่อน,มะเขือเทศ,กระเทียม,น้ำมันพืช,น้ำตาล,น้ำปลา,ซีอิ๊วขาว,ซอสน้ำมันหอย,,,,,,,,,,
123,ผัด,ผัดต้นอ่อนทานตะวัน,ต้นอ่อนทานตะวัน,กระเทียม,ซอสน้ำมันหอย,ซีอิ้วขาว,น้ำตาล,พริกไทย,เหล้าจีน,น้ำมันพืช,,,,,,,,,,,,,,,,,,
124,ผัด,กะหล่ำปลีทอดน้ำปลา,กะหล่ำปลี,กระเทียม,น้ำตาล,น้ำปลา,เม็ดมะม่วงหิมพานต์,น้ำมันพืช,น้ำปล่า,,,,,,,,,,,,,,,,,,,
125,ผัด,ปลาหมึกผัดกระเทียมพริกไทย,ปลาหมึก,รากผักชี,กระเทียม,พริกไทย,ซอสน้ำมันหอย,ซอสถั่วเหลือง,น้ำตาล,น้ำมันพืชสำหรับผัด,ผักชี,,,,,,,,,,,,,,,,,
126,ผัด,ปลาหมึกผัดไข่เค็ม,ปลาหมึก,ไข่เค็ม,หอมหัวใหญ่,พริกสด,ต้นหอม,กระเทียม,พริกหยวก,น้ำมันพืชสำหรับผัด,น้ำตาลปี๊บ,น้ำปลา,ซอสน้ำมันหอย,ซอสถั่วเหลือง,,,,,,,,,,,,,,
127,ผัด,ผัดฉ่าทะเล,ปลาหมึก,กุ้ง,ปลากะพง,หอยนางรม,พริกไทยสด,ซอสน้ำมันหอย,รากผักชี,กระเทียม,น้ำมันพืชสำหรับผัด,น้ำปลา,น้ำตาล,คึ่นช่าย,พริกชี้ฟ้า,กระชาย  ,,,,,,,,,,,,
128,ผัด,ผัดกระเพราปลาหมึก,ปลาหมึก,กระเทียม,น้ำมันพืช,ซอสถั่วเหลือง,น้ำปลา,น้ำตาล,น้ำซุปหมู,ใบกะเพรา,พริกสด,,,,,,,,,,,,,,,,,
129,ผัด,ปลาหมึกผัดพริกสด,ปลาหมึก,พริกหยวกสด,หอมหัวใหญ่,ต้นหอม,กระเทียม,ซอสหอยนางรม,น้ำตาล,ซอสถั่วเหลือง,พริกไทยดำ,,,,,,,,,,,,,,,,,
130,ผัด,ผัดสุกี้ทะเลแห้ง,น้ำจิ้มสุกี้,ผักบุ้ง,ผักกาดขาว,วุ้นเส้น,ผักขึ้นฉ่าน,ต้นหอม,ไข่ไก่,ปลาหมึก,กุ้ง,เนื้อปลาลวก,น้ำมัน,,,,,,,,,,,,,,,
131,ผัด,ข้าวผัดปลากระป๋อง,ข้าวหุงสุก,ปลากระป๋อง,กระเทียม,หอมหัวใหญ่,ถั่วลันเตา,น้ำตาล,เกลือ,น้ำมันพืช,,,,,,,,,,,,,,,,,,
132,ผัด,ปลาแซลมอนผัดพะโล้,ผงพะโล้,แซลมอน,กระเทียม,รากผักชี,พริกไทย,น้ำเปล่า,ซอสน้ำมันหอย,เห็ดหอม,น้ำมันพืช,,,,,,,,,,,,,,,,,
133,ผัด,ปลาดุกผัดพริกหยวก,ปลาดุก,พริกแกงเผ็ด,พริกหยวก,ต้นหอม,หัวกะทิ,น้ำเปล่า,น้ำตาล,น้ำปลา,แป้งข้าวโพด,น้ำมันพืช,น้ำมันพืช,,,,,,,,,,,,,,,
134,ผัด,หอยลายผัดพริกเผา,หอยลาย,ใบโพระพา,น้ำพริกเผา,น้ำกะทิ,น้ำตาลปี๊บ,น้ำปลา,พริกชี้ฟ้า,กระเทียม,น้ำมันพืชสำหรับผัด,,,,,,,,,,,,,,,,,
135,ผัด,หอยขมผัดฉ่า,หอยขม,ตะไคร้,พริกไทยอ่อน,พริกชี้ฟ้า,ซอสน้ำมันหอย,รากผักชี,น้ำมันพืช,น้ำปลา,น้ำตาล,คื่นฉ่าย,ต้นหอม,ใบมะกรูด,กระชาย ,พริกสด,ใบโพระพา,,,,,,,,,,,
136,ผัด,หอยหวานผัดพริกแห้ง,พริกแห้ง,น้ำปลา,ซอสปรุงรส,หอยหวาน,น้ำพริกเผา,น้ำตาล,ซอสน้ำมันหอย,กระเทียม,หอมแดง,พริกไทย,กะทิ,ใบโพระพา,,,,,,,,,,,,,,
137,ผัด,หอยหลอดผัดโหระพา,หอยหลอด,ใบโพระพา,ซอสน้ำมันหอย,ซอสถั่วเหลือง,น้ำตาล,พริกไทย,กระเทียม,น้ำมัน,น้ำซุป,,,,,,,,,,,,,,,,,
138,ผัด,ผัดพริกแกงหอยแครงใบยี่หร่า,พริกแกงใต้,น้ำซุป,น้ำตาลปี๊บ,กะปิ,น้ำปลา,หอยแครง,ใบยี่หร่า,,,,,,,,,,,,,,,,,,,
139,ผัด,มาม่าหอยแมลงภู่ผัดฉ่า,มาม่า,หอยแมลงภู่,พริกไทยสด,น้ำมันหอย,รากผักชี,กระเทียม,น้ำมัน,น้ำปลา,น้ำตาล,คื่นฉ่าย,ต้นหอม,พริกสด,ใบโพระพา,,,,,,,,,,,,,
140,ผัด,ปูผัดพริก,เนื้อปู,พริกหยวกสด,หอมหัวใหญ่,ต้นหอม,กระเทียม,ซอสหอยนางรม,เหล้าจีน,พริกขี้หนู,น้ำตาล,ซอสถั่วเหลือง,พริกไทยดำ,,,,,,,,,,,,,,,
141,ผัด,ปูผัดพริกไทยดำ,ปู,พริกสดเฉียง,หอมหัวใหญ่,ต้นหอม,กระเทียม,ซอสหอยนางรม,น้ำตาล,ซอสถั่วเหลือง,พริกไทยดำ,ขิง,,,,,,,,,,,,,,,,
142,ผัด,ข้าวผัดปู,ข้าวหุงสุก,เนื้อปู,ข่า ,ต้นหอม,พริกไทยป่น,มะเขือเทศ,ไข่ไก่,น้ำตาล,ซอสน้ำมันหอย,ซอสปรุงรส,น้ำมันพืช,แตงกวา,พริกน้ำปลา,,,,,,,,,,,,,
143,ผัด,ผัดเผ็ดเนื้อใบยี่หร่า,เครื่องเทศ,พริกแกงเผ็ด,น้ำปลา,น้ำตาล,ใบยี่หร่า,เนื้อวัว,พริกสด,,,,,,,,,,,,,,,,,,,
144,ผัด,เนื้อผัดพริกหยวกหน่อไม้,เนื้อวัว,หน่อไม้,พริกหยวก,กระเทียม,ซอสถั่วเหลือง,ซอสน้ำมันหอย,สาเก,น้ำซุป,แป้งมัน,เกลือ,พริกไทย,น้ำมันพืช,,,,,,,,,,,,,,
145,ผัด,ผัดเนื้อวัว,เนื้อวัว,ซีอิ๊วขาวเกาหลี,น้ำมันงา,น้ำตาล,น้ำผึ้ง,กระเทียม,โคนต้นหอมญี่ปุ่น,พริกไทย,งา,น้ำมันพืช,,,,,,,,,,,,,,,,
146,ผัด,เนื้อวัวผัดกระเทียม,เนื้อวัว,ใบกระเทียม,ถั่วงอก,กระเทียม,ซอสถั่วเหลือง,สาเก,มิริน,ผงรสดี,เกลือ,,,,,,,,,,,,,,,,,
147,ผัด,เนื้อวัวผัดซอสส้ม,ส้ม,หอม,กระเทียม,น้ำเปล่า,น้ำมันพืช,เนื้อวัว,น้ำตาล,พริกไทย,ซอสถั่วเหลือง,น้ำส้มสายชู,ผักชี,,,,,,,,,,,,,,,
148,ผัด,เนื้อวัวผัดบวบขิง,เนื้อวัว,น้ำปลา,น้ำตาล,น้ำเปล่า,น้ำมัน,น้ำมันหอย,กระเทียม,ขิง,บวบ,พริกสด,ต้นหอม,ข้าวหอมมะลิ,,,,,,,,,,,,,,
149,ผัด,ไชโป้วผัดไข่,ไข่ไก่,ไชโป้ว,น้ำตาล,พริกไทย,ซีอิ้วขาว,ผัดชี,พริกชี้ฟ้า,กระเทียม,น้ำมันพืชสำหรับผัด,,,,,,,,,,,,,,,,,
150,ผัด,ไข่คั่วกุ้ง,ไข่ไก่,กุ้ง,ซอสน้ำมันหอย,ซอสปรุงรส,พริกไทยป่น,น้ำมันพืชสำหรับผัด,ต้นหอม,หอมหัวใหญ่,,,,,,,,,,,,,,,,,,
151,ผัด,ข้าวผัดไข่,ข้าวหุงสุก,น้ำมันพืชสำหรับผัด,ไข่ไก่,พริกไทย,น้ำปลา,ซอสปรุงรส,ต้นหอม,แครอท,หอมหัวใหญ่,มะเขือเทศ,น้ำตาล,,,,,,,,,,,,,,,
152,ผัด,หมูผัดไข่,หมู,ซอสถั่วเหลือง,ซอสหอยนางรม,น้ำตาล,พริกไทย,กระเทียม,ต้นหอม,ไข่ไก่,น้ำมัน,,,,,,,,,,,,,,,,,
153,ผัด,มะระผัดไข่เค็ม,ไข่เค็ม,ไข่ไก่,มะระสด,กระเทียม,ซอสถั่วเหลือง,ซอสน้ำมันหอย,น้ำตาล,เกลือ,น้ำมันพืช,,,,,,,,,,,,,,,,,
154,ผัด,ไข่ขมิ้น,ไข่ไก่,ไข่นกกระทา,น้ำตาลปี๊บ,เกลือ,ขมิ้น,รากผักชี,กระเทียม,น้ำซุปกระดูก,,,,,,,,,,,,,,,,,,
155,ผัด,ผัดกระเพราเป็ด,เนื้อเป็ด,กระเทียม,น้ำมันพืช,ซอสถั่วเหลือง,ซอสน้ำมันหอย,น้ำปลา,น้ำตาล,หอมหัวใหญ่,ใบกะเพรา,พริกสด,,,,,,,,,,,,,,,,
0,ยำ,ยำสตรอว์เบอรี่กุ้งสด,กุ้ง,หมูสับ,สตอเบอรี่,หอมหัวใหญ่,ต้นหอม,มะเขือเทศ,วุ้นเส้น,น้ำปลา,น้ำตาล,มะนาว,พริกสด,,,,,,,,,,,,,,,
1,ยำ,น้ำพริกหมูกรอบ,หมูสามชั้น,หอมแดง,กระเทียม,พริกแห้ง,น้ำตาลปี๊บ,ใบมะกรูด,น้ำปลา,น้ำมะขามเปียก,พริกแกงเผ็ด,กุ้งแห้ง,,,,,,,,,,,,,,,,
2,ยำ,ส้มตำถั่วฝักยาว,ถั่วฝักยาว,กระเทียม,พริกแห้ง,พริกขี้หนู,น้ำตาลปี๊บ,น้ำปลา,มะนาว,ปราร้า,มะเขือเทศ,,,,,,,,,,,,,,,,,
3,ยำ,ส้มตำกรอบ,กุ้ง,มะละกอ,แครอท,ถั่วฝักยาว,แป้งอเนกประสงค์,น้ำโซดาแช่เย็น,น้ำปลา,น้ำตาลปี๊บ,มะนาว,มะเขือเทศ,กุ้งแห้ง,ถั่วลิสง,พริกขี้หนู,กระเทียม,,,,,,,,,,,,
4,ยำ,น้ำพริกกบ,กบ,พริกขี้หนู,กระเทียม,หอมแดง,ข่า ,มะเขือยาว,เกลือ,น้ำตาลปี๊บ,,,,,,,,,,,,,,,,,,
5,ยำ,ก้อยไข่มดแดง,ไข่มดแดง,มะม่วงดิบ,ใบสะระแหน่,มะนาว,น้ำปลา,ข้าวคั่ว,พริกป่น,ผักชีฝรั่ง,หอมแดง,,,,,,,,,,,,,,,,,
6,ยำ,ส้มตำไหลบัว,ไหลบัว,แครอท,ถั่วฝักยาว,น้ำปลา,น้ำตาลปี๊บ,มะนาว,มะเขือเทศ,กุ้งแห้ง,ถั่วลิสง,พริกขี้หนู,กระเทียม,,,,,,,,,,,,,,,
7,ยำ,ยำดอกอัญชันหมูสับ,ดอกอัญชัน,หมูสับ,หอมแดง,พริกขี้หนู,กระเทียมเจียว,หอมแดงเจียว,ถั่วลิสง,น้ำพริกเผา,น้ำตาลปี๊บ,น้ำปลา,มะนาว,แป้งทอดกรอบ,,,,,,,,,,,,,,
8,ยำ,แสร้งว่ากุ้ง,กุ้ง,ตะไคร้,หอมแดง,พริกขี้หนู,ใบสะระแหน่,ขิง,น้ำพริกเผา,น้ำตาล,น้ำปลา,มะนาว,,,,,,,,,,,,,,,,
9,ยำ,ปลานิลลุยสวน,ปลานิล,พริกขี้หนู,มะนาว,น้ำตาลปัี๊บ,น้ำปลา,ผักชีฝรั่ง,ขิงอ่อน,ผักชี,ใบสะระแหน่,ตะไคร้,หอมแดง,มะนาว,ถั่วลิสง,น้ำมันพืช,น้ำพริกเผา,แป้งข้าวโพด,พริกแห้งทอด,ผักสด,,,,,,,,
10,ยำ,ยำผักกูด,ยอดผักกูด,กุ้ง,หมูสับ,พริกขี้หนู,ถั่วลิสง,น้ำพริกเผา,น้ำปลา,น้ำตาล,มะนาว,หอมแดง,,,,,,,,,,,,,,,,
11,ยำ,ลาบปลาบึก,เนื้อปลาบึก,ใบสะระแหน่,มะนาว,น้ำปลา,ข้าวคั่ว,พริกป่น,ผักชีฝรั่ง,หอมแดง,ใบมะกรูด,ตะไคร้,ข่า ,,,,,,,,,,,,,,,
12,ยำ,ยำไหลบัวกุ้งสด,ไหลบัว,กุ้ง,หอมแดง,กระเทียม,น้ำตาลปี๊บ,น้ำปลา,มะนาว,น้ำพริกเผา,พริกขี้หนู,คื่นฉ่าย,ถั่วลงสงคั่ว,ปลาเล็กกรอบ,,,,,,,,,,,,,,
13,ยำ,น้ำพริกหยำ,กุ้ง,กะปิ,พริกขี้หนู,ต้นหอม,มะนาว,น้ำตาลปี๊บ,เกลือ,ผักสด,,,,,,,,,,,,,,,,,,
14,ยำ,ข้าวยำ,ข้าวเหนียว,งาดำคั่ว,กุ้งแห้ง,พริกป่น,มะนาว,มะพร้าวขูดคั่ว,ตะไคร้,ถั่วงอก,ใบมะกรูด,ใบบัวบก,ใบชะพลู   ,เนื้อส้มโอ,มะม่วง,ถั่วฝัก,น้ำเปล่า,กะปิ,กระเทียม,หอมแดง,ตะไคร้,ข่า  ,มะกรูด,เนื้อปลาอินทรี,กะปิ,น้ำตาลปี๊บ,น้ำตาล,มะกรูด
15,ยำ,เมี่ยงตะไคร้,ใบชะพลู   ,ตะไคร้,พริกขี้หนู,หมูหยอง,มะนาว,น้ำปลา,น้ำตาล,ถั่วลิสง,เนื้อมะพร้าวขูด,,,,,,,,,,,,,,,,,
16,ยำ,ลาบเนื้อทอด,เนื้อวัว,ผักชีฝรั่ง,ใบมะกรูด,หอมแดง,ข้าวคั่ว,พริกป่น,น้ำปลา,มะนาว,ไข่ไก่,แป้งอเนกประสงค์,น้ำมันพืช,,,,,,,,,,,,,,,
17,ยำ,ยำเนื้อปูอโวคาโด,กรรเชียงปู,อโวคาโด,มะม่วงน้ำดอกไม้สุก,พริกชี้ฟ้า,กระเทียม,น้ำตาล,น้ำปลา,มะนาว,หอมแดง,ผักชี,พริกขี้หนู,แป้งข้าวโพด,น้ำมันพืชสำหรับทอด,,,,,,,,,,,,,
18,ยำ,ซุปหน่อไม้,หน่อไม้,ปลาร้า,น้ำตาลปี๊บ,มะนาว,น้ำปลา,พริกป่น,ข้าวคั่ว,หอมแดง,ต้นหอม,ใบสะระแหน่,,,,,,,,,,,,,,,,
19,ยำ,ปลาดุกฟูคั่วกลิ้ง,ปลาดุก,เกล็ดขนมปัง,น้ำมันพืช,หอมแดง,กระเทียม,ข่า ,ผิวมะกรูด,พริกไทย,ขมิ้น,ตะไคร้,เกลือ,พริกขี้หนู,พริกแห้ง,กะปิ,น้ำตาลแดง,น้ำตาล,น้ำตาลปี๊บ,ซอสปรุงรส,น้ำมันหอย,น้ำปลา,ใบมะกรูด,ใบมะกรูด,,,,
20,ยำ,ลาบพวงไข่ไก่,พวงไข่ไก่,ใบสะระแหน่,มะนาว,น้ำปลา,ข้าวคั่ว,ต้นหอม,ผักชีฝรั่ง,พริกป่น,น้ำตาล,หอมแดง,,,,,,,,,,,,,,,,
21,ยำ,สลัดเต้าหู้,เต้าหู้,แตงกวา,กะหล่ำปลี,มะเขือเทศ,ผักกาดหอม,ปูอัด,ซอสถั่วเหลือง,น้ำสลัด,น้ำมันมะกอก,โยเกิร์ตรสธรรมชาติ,กระเทียม,พริกไทยดำ,มะนาว,,,,,,,,,,,,,
22,ยำ,ลาบเป็ด,เนื้อเป็ด,หนังเป็ด,กระเทียม,ข้าวคั่ว,น้ำซุปเป็ด,น้ำปลา,มะนาว,พริกป่น,ต้นหอม,หอมแดง,ผักชีฝรั่ง,ใบสะระแหน่,,,,,,,,,,,,,,
23,ยำ,ยำหนวดปลาหมึก,หนวดปลาหมึก,น้ำซุป,หอมหัวใหญ่,มะเขือเทศ,คืนฉ่าย,หอมแดง,น้ำปลา,มะนาว,น้ำตาล,พริกสด,เกลือ,,,,,,,,,,,,,,,
24,ยำ,ยำถั่วพลู,หมูสับ,กุ้ง,ถั่วพู,มะนาว,น้ำปลา,น้ำตาลปี๊บ,หอมแดงเจียว,หอมแดง,พริกแห้งทอด,ถั่วลิสง,ถั่วเขียวนึ่ง,น้ำพริกเผา,กะทิ,ไข่ไก่,,,,,,,,,,,,
25,ยำ,หมูย่างดอกดาหลา,น้ำปลา,มะนาว,นมข้นจืด,พริกไทย,ซอสปรุงรส,ซอสน้ำมันหอย,หมู,รากผักชี,กระเทียม,ดอกดาหลา,ตะลิงปลิง,น้ำตาลปี๊บ,น้ำพริกเผา,พริกสด,หอมแดงเจียว,ไข่ไก่,,,,,,,,,,
26,ยำ,ยำหูหมูแก้ว,หูหมู,น้ำเชื่อม,น้ำปลา,มะนาว,พริกสด,หอมหัวใหญ่,มะเขือเทศ,ต้นหอม,ผักสด,,,,,,,,,,,,,,,,,
27,ยำ,ยำหมูกรอบ,หมูกรอบ,พริกสด,น้ำตาล,น้ำปลา,มะนาว,หอมแดง,ผักชี,แตงกวา,,,,,,,,,,,,,,,,,,
28,ยำ,ปลากะพงผัดต้มยำแห้ง,ปลากะพง,แป้งสาลี,ใบกะเพรา,น้ำตาล,น้ำปลา,มะนาว,ข่า ,ตะไคร้,ใบมะกรูด,พริกสด,แป้งมัน,นำมันพืช,น้ำพริกเผา,,,,,,,,,,,,,
29,ยำ,ยำดอกขจรกุ้งสด,ดอกขจร,กุ้ง,หมูสับ,หอมหัวใหญ่,มะเขือเทศ,วุ้นเส้น,น้ำปลา,น้ำตาล,มะนาว,พริกสด,,,,,,,,,,,,,,,,
30,ยำ,สะเดาทรงเครื่อง,ปลาดุก,ใบสะเดา,น้ำมะขามเปียก,น้ำเปล่า,ถั่วลิสง,เกล็ดขนมปัง,น้ำมันพืช,น้ำตาลปี๊บ,น้ำปลา,หอมแดงเจียว,พริกทอด,,,,,,,,,,,,,,,
31,ยำ,ยำสตรอเบอร์รี่กุ้งสด,กุ้ง,หมูสับ,สตอเบอรี่,หอมหัวใหญ่,ต้นหอม,มะเขือเทศ,วุ้นเส้น,น้ำปลา,น้ำตาล,มะนาว,พริกสด,,,,,,,,,,,,,,,
32,ยำ,ลาบไก่เส้นบุก,เส้นบุก,ไก่,มะนาว,น้ำตาล,น้ำปลา,ข้าวคั่ว,พริกป่น,ใบสะระแหน่,ต้นหอม,หอมแดง,,,,,,,,,,,,,,,,
33,ยำ,พล่าหนวดปลาหมึก,หนวดปลาหมึก,ตะไคร้,หอมหัวใหญ่,ต้นหอม,หมูสับ,ผักชี,ใบมะกรูด,ใบสะระแหน่,พริกสด,น้ำพริกเผา,มะนาว,น้ำปลา,น้ำตาล,น้ำซุป,,,,,,,,,,,,
34,ยำ,พล่าเต้าหู้ทอดกรอบ,เต้าหู้,ขิง,หอมแดง,ใบมะกรูด,ตะไคร้,แครอท,ผักชีฝรั่ง,ผักชี,พริกสด,ถั่วลิสง,น้ำตาลปี๊บ,น้ำมะขามเปียก,เกลือ,น้ำเปล่า,มะนาว,น้ำมันพืช,,,,,,,,,,
35,ยำ,ยำขนมจีน,ขนมจีน,กะปิ,น้ำเชื่อม,มะนาว,พริกสด,กระเทียม,มะเขือเทศ,ยอดชะอม,กุ้งแห้ง,ถั่วฝักยาว,,,,,,,,,,,,,,,,
36,ยำ,ยำส้มโอ,ส้มโอ,กุ้ง,ไก่,น้ำพริกเผา,น้ำตาลปี๊บ,น้ำปลา,มะนาว,น้ำเปล่า,พริกสด,เนื้อมะพร้าวขูด,ถั่วลิสง,หอมแดงเจียว,,,,,,,,,,,,,,
37,ยำ,แหนมคลุก,ข้าวหุงสุก,พริกแกงเผ็ด,น้ำปลา,น้ำตาล,แป้งข้าวเจ้า,มะพร้าวขูด,ใบมะกรูด,หมูสับ,ไข่ไก่,หนังหมู,พริกป่น,แหนม,มะนาว,น้ำปลา,ถั่วลิสง,ขิง,หอมแดง,ต้นหอม,ผักสด,,,,,,,
38,ยำ,ส้มตำปลาดุกฟู,มะละกอดิบ,แครอท,กระเทียม,น้ำตาลปี๊บ,มะนาว,น้ำปลา,พริกสด,มะเขือเทศ,ปลาดุก,น้ำมันพืช,,,,,,,,,,,,,,,,
39,ยำ,ยำมะระ,มะระสด,น้ำซุป,หอมหัวใหญ่,มะเขือเทศ,หอมแดง,กุ้ง,น้ำปลา,มะนาว,น้ำตาล,พริกสด,เกลือ,,,,,,,,,,,,,,,
40,ยำ,ยำมะเขือยาวเผากุ้งสด,กุ้ง,มะเขือยาว,มะเขือเทศ,หมูสับ,พริกสด,น้ำปลา,น้ำตาล,มะนาว,หอมหัวใหญ่,ต้นหอม,น้ำซุป,,,,,,,,,,,,,,,
41,ยำ,ข้าวมันส้มตำไทย,ข้าวมัน,มะละกอ,มะเขือเทศ,มะนาว,กระเทียม,น้ำปลา,น้ำตาลปี๊บ,พริกสด,ถั่วลิสง,กุ้งแห้ง,ถั่วฝักยาว,หมูหยอง,,,,,,,,,,,,,,
42,ยำ,ส้มตำไข่ฟู ,เส้นมะละกอ,มะเชือเทศ,กุ้งแห้ง,น้ำตาลปี๊บ,น้ำปลา,กระเทียม,มะนาว,พริกสด,ถั่วฝักยาว,ไข่ไก่,ไข่เค็ม,น้ำมันพืช,ผักสด,,,,,,,,,,,,,
